ego_x,ego_y,ego_heading,lead_x,lead_y,lead_heading
102.56539128701519,-14.856651580692084,1.3822512442331558,104.83765533347693,-4.4572420821970375,1.4586191187285154
102.76074189002532,-14.411695705620414,1.3691249473530929,104.7356666626129,-4.589995171991648,1.4563239748816712
102.6348531527801,-16.092905692363082,1.3658519051844018,104.60039043516578,-4.409339087963293,1.4691742784648172
102.81292278631282,-14.494474345947012,1.3691474907938308,104.76769222819604,-4.550277630104071,1.4585369429195352
