ego_heading,ego_x,ego_y,ego_speed,rho
-0.02151218720900871,-99.58619400024415,-12.718471069335948,5.989267592130683,0
-0.01828094056890172,-99.6385125732422,-12.741397399902354,8.97029089197831,0
