ego_heading,ego_x,ego_y,ego_speed,rho
-0.1014173354994208,-101.0597657775879,-67.55875732421876,3.8662448676091485,0
-0.09743432841785449,-101.05099960327149,-67.51620056152345,4.6946360292594616,0
