ego_heading,ego_x,ego_y,ego_speed,rho
-1.6357209983777203,-18.184361419677742,-61.20994903564454,5.96993205070552,0
-1.6337450660069364,-18.230519256591805,-60.96237518310548,9.00369506851092,0
