ego_heading,ego_x,ego_y,ego_speed,rho
1.5450323737772516,-139.64710327148438,-49.7772479248047,5.994840390178231,0
1.5706093728863737,-139.56002899169923,-49.83986236572267,8.933617866471502,0
1.5450323737772516,-139.64710327148438,-49.7772479248047,5.994840390178231,0
1.5948207029885015,-140.12380310058595,-49.305545349121104,8.90031076518646,0
