ego_x,ego_y,ego_heading,lead_x,lead_y,lead_heading
-66.47162077163149,-105.08851681547459,-0.182368787215925,-57.12093409970019,-105.50547061970722,-0.015384418080530232
-68.89341550617148,-104.01500787798582,-0.25627576283617454,-56.43613280004265,-105.44983063612766,-0.017504072235941377
